DEPARTMENT;CODE;DESCRIPTION;RATE
"NEPHOROLOGY";"953A";"FEMORAL ACCESS FOR DIALYSIS WITH ONE CATHETE";"50"
"NEPHOROLOGY";"953B";"FEMORAL ACCESS FOR DIALYSIS WITH TWO CATHETE";"120"
"NEPHOROLOGY";"954A";"SUBCLAVIAN ACCESS FOR HAEM. DYA.(WITH CATHT&D";"300"
"NEPHOROLOGY";"954B";"SUBCLAVIAN ACCESS FOR HAEM. DYA.(WITH CATHT&S";"200"
"NEPHOROLOGY";"954C";"SUBCLAVIAN ACCESS FOR HAEM. DYA.(WITH SERV.";"200"
"NEPHOROLOGY";"954D";"SUBCLAVIAN CATHETERIZATION TRAY CHARGES";"100"
"NEPHOROLOGY";"955A";"C.A.P.D. SERVICE CHARGES";"700"
"NEPHOROLOGY";"955B";"CAPD CATHETER IMPLANTATION SURGERY CHARGES";"500"
"NEPHOROLOGY";"955C";"CAPD CATHETER REMOVAL SURGERY CHARGES";"350"
"NEPHOROLOGY";"955D";"CAPD DRESSING CHARGES (EACH DRESSING)";"20"
"NEPHOROLOGY";"955E";"A.V.FISTULA CONSTRUCTION SURGERY CHARGES";"300"
"NEPHOROLOGY";"955F";"A.V. FISTULA CLOSURE SURGERY CHARGES";"300"
"NEPHOROLOGY";"955G";"A V FISTULA TRAY CHARGES";"100"
"NEPHOROLOGY";"956A";"RENAL BIOPSY";"250"
"NEPHOROLOGY";"957A";"A.V. SHUNT VASCULAR ACCESS";"250"
"NEPHOROLOGY";"957B";"A.V.SHUNT KIT & TRAY CHARGES";"250"
"NEPHOROLOGY";"958A";"CONTINUOUS ARTERIO-VENOUS HAEMOFILT. SERV. C";"400"
"NEPHOROLOGY";"958B";"CAVH KIT CHARGES";"700"
"NEPHOROLOGY";"958C";"CAVHD KIT CHARGES";"800"
"NEPHOROLOGY";"959A";"C.A.V.H.D. SERVICE CHARGES";"250"
"NEPHOROLOGY";"960A";"HAEMOPERFUSION SERV. CHARGES (DISP. COST EXTR";"500"
"NEPHOROLOGY";"961A";"RENAL TRANSPLANTATION SERVICE CHARGES (NEPHRO";"2000"
"NEPHOROLOGY";"962A";"NEPHROLOGY CONSULSATION";"15"
"NEPHOROLOGY";"963A";"FEMORAL/SUBCLAVIAN REMOVAL WITH DRESSING";"10"
"NEPHOROLOGY";"963B";"SHUNT REMOVAL";"20"
"NEPHOROLOGY";"963C";"TRANSPERANT SANDWICH DRESSING";"20"
"NEPHOROLOGY";"964A";"CAPD CATHETER";"705"
"NEPHOROLOGY";"964B";"TITANIUM ADAPTOR";"389"
"NEPHOROLOGY";"964C";"LOCKING CAP";"27"
"NEPHOROLOGY";"964D";"MINICAP";"2"
"NEPHOROLOGY";"964E";"BLUE CLAMP";"10"
"NEPHOROLOGY";"964F";"ULTRA Y-SET";"12"
"NEPHOROLOGY";"964G";"EXTENDED LIFE TRANSVERSE SET";"208"
"NEPHOROLOGY";"964H";"CAPD FLUID 1.5%";"22"
"NEPHOROLOGY";"964I";"CAPD FLUID 2.5%";"22"
"NEPHOROLOGY";"964J";"CAPD FLUID 4.25%";"22"
"NEPHOROLOGY";"964K";"Easi "Y" set";"5"
"NEPHOROLOGY";"965";"AMBULATORY BLOOD PRESSURE MONITORING";"75"
"NEPHOROLOGY";"966A";"MARS PROCEDURE CHARGES(EACH SESSION 8-12 HRS";"1000"
"NEPHOROLOGY";"966B";"MARS KIT CHARGES";"11000"
"NEPHOROLOGY";"966C";"PLAMAPHERESIS PROCEDURE CHARGES";"250"
"NEPHOROLOGY";"966D";"PLASMAPHARESIS KIT CHARGES";"1200"
"NEPHOROLOGY";"966E";"LIPIDAPHARESIS PROCEDURE CHARGES(EACH SESSIO";"1000"
"NEPHOROLOGY";"966F";"LIPIDAPHARESIS KIT CHARGES";"2000"
"NEPHOROLOGY";"966G";"CONTINUOUS CYCLER PERITONEAL DIALYSIS (CCPD)";"50"
"NEURO SURGERY";"IN10SU";"EMNG";"50"
"NEURO SURGERY";"IN11SU";"BAER";"50"
"NEURO SURGERY";"IN12SU";"VEP";"50"
"NEURO SURGERY";"IN13SU";"SSEP";"50"
"NEURO SURGERY";"IN14SU";"SSEP > ONE LIMB";"75"
"NEURO SURGERY";"IN1SU";"MICROPSCOPE";"150"
"NEURO SURGERY";"IN2ASU";"C - ARM - MINOR";"50"
"NEURO SURGERY";"IN2SU";"C - ARM - MINOR";"50"
"NEURO SURGERY";"IN3SU";"C - ARM - MAJOR";"150"
"NEURO SURGERY";"IN4SU";"ELECTROPHYSIOLOGICAL MONITORING";"200"
"NEURO SURGERY";"IN5SU";"ELECTRO STIMULATION FOR PERIPHERAL MINOR";"50"
"NEURO SURGERY";"IN6SU";"ELECTRO STIMULATION FOR PERIPHERAL MAJOR";"100"
"NEURO SURGERY";"IN7SU";"ELECTRICAL STIMULATION FOR RHIZOTOMY";"150"
"NEURO SURGERY";"IN8SU";"ULTRASONIC ASPIRATOR";"100"
"NEURO SURGERY";"IN9SU";"USE OF ZIMMER DRILL";"200"
"NEURO SURGERY";"N100SU";"CRANIAL SURGERY FOR TUMORS & VASCULAR LESION";"1600"
"NEURO SURGERY";"N101SU";"BURR HOLE FOR CH.SDH/ABSCESS DRINAGE";"300"
"NEURO SURGERY";"N102SU";"VH SHUNT & THECO PERITONEAL SHUNT(EXCLUDING";"675"
"NEURO SURGERY";"N103SU";"SPINAL EXTRADURAL/DISC";"975"
"NEURO SURGERY";"N104SU";"SPINAL FUSION";"1200"
"NEURO SURGERY";"N105SU";"SPINAL INTRADURAL";"1175"
"NEURO SURGERY";"N106SU";"PERIPHERAL NERVE REPAIR";"775"
"NEURO SURGERY";"N107SU";"CRANIAL MAJOR (FOR HEAD INJURY)";"1200"
"NEURO SURGERY";"N108SU";"CRANIAL MINOR( RESERVOIR PLACEMENT)";"200"
"NEURO SURGERY";"N109SU";"TWIST DRILL HOLE PLACEMENT";"150"
"NEURO SURGERY";"N110SU";"SPINAL (MINOR)";"100"
"NEURO SURGERY";"N111SU";"PERIPHERAL NERVE SURGERY(MAJOR)";"1025"
"NEURO SURGERY";"N112SU";"PERIPHERAL NERVE SURGERY(MINOR)";"775"
"NEURO SURGERY";"N113SU";"CRANIAL MINOR ELEVATION,OF DEPRESSED FRACTUR";"500"
"NEURO SURGERY";"N114SU";"CRANIAL RE-DO SURGERY FORCOMPLICATIONS";"400"
"NEURO SURGERY";"N115SU";"SPINAL RE-DO SURGERY FOR COMPLICATIONS";"300"
"NEURO SURGERY";"N116SU";"MENINGO MYELOCELE REPAIR&SURGERY (SPINALDYSRA";"775"
"NEURO SURGERY";"N117SU";"TRACHEOSTOMY";"50"
"NEURO SURGERY";"N118SU";"WOUND DEBRIDEMENT /SHUNT REMOVAL";"50"
"NEURO SURGERY";"N119SU";"RESUTURING OF WOUND";"20"
"NEURO SURGERY";"N120SU";"SHUNT REVISION";"150"
"NEURO SURGERY";"N121SU";"TRANS-SPHENOIDAL SURGERY FOR PITUIRARY TUMOR";"1400"
"NEURO SURGERY";"N122SU";"TRANS-SPHENOIDAL BIOPSY SINUS";"475"
"NEURO SURGERY";"N123SU";"DIAGNOSTIC";"775"
"NEURO SURGERY";"N124SU";"THERAPEUTIC";"1275"
"NEURO SURGERY";"N125SU";"AS AN AID IN MICROSCOPY STEREOTAXIC SURGERY";"500"
"NEURO SURGERY";"N126SU";"BIOPSY";"750"
"NEURO SURGERY";"N127SU";"HAEMATOMA EVACUATION";"1000"
"NEURO SURGERY";"N128SU";"STEREOTACTIC BIOPSY UNDER GA (STEREOTAXIC SUR";"1025"
"NEURO SURGERY";"N129SU";"STEREOTAXIC HEMATOMAS EVACUATION UNDER GA(S";"1275"
"NEURO SURGERY";"N130SU";"S.M.F.MINOR <90 MINUTES OF SURGERY";"500"
"NEURO SURGERY";"N131SU";"S.M.F. INTERMEDIATE";"750"
"NEURO SURGERY";"N132SU";"S.M.F.MAJOR";"1000"
"NEURO SURGERY";"N133SU";"S.P.R";"900"
"NEURO SURGERY";"N134SU";"SOFT TISSUE RELEASE (MINOR)";"300"
"NEURO SURGERY";"N135SU";"SOFT TISSUE RELEASE (MAJOR)";"500"
"NEURO SURGERY";"N136SU";"SPECIAL EDUCATION (MAJOR)";"25"
"NEURO SURGERY";"N137SU";"SPECIAL EDUCATION (INTER)";"10"
"NEURO SURGERY";"N138SU";"SPECIAL EDUCATION (MINOR)";"5"
"NEURO SURGERY";"N139SU";"SPECIAL EDUCATION REVIEW (MAJOR)";"15"
"NEURO SURGERY";"N140SU";"SPECIAL EDUCATION REVIEW (MINOR)";"7"
"NEURO SURGERY";"N141";"OCCUPATIONAL THERAPHY EVALUATION AND THERAPY";"10"
"NEURO SURGERY";"N142";"OCCUPATIONAL THERAPHY REVIEW";"5"
"NEURO SURGERY";"N143";"MINOR DRESSING";"3"
"NEURO SURGERY";"N144";"MAJOR DRESSING";"6"
"ORTHOPAEDICS";"B100SU";"TOTAL JOINT REPLACEMENTS";"1600"
"ORTHOPAEDICS";"B101SU";"ANTERIOR SPINAL FUSION";"1300"
"ORTHOPAEDICS";"B102SU";"ANTEROLATERAL DECOMPRESSION";"1150"
"ORTHOPAEDICS";"B103SU";"BONE TUMORS-TURNGRAFT/EXCISION & RECONSTRUCTI";"1275"
"ORTHOPAEDICS";"B104SU";"POSTERIOR SPINAL FUSION INTERTRANSVERSE FUSIO";"1600"
"ORTHOPAEDICS";"B105SU";"HIND/FORE QUATER AMPUTATIONS";"1025"
"ORTHOPAEDICS";"B106SU";"LAMINECTOMY";"1200"
"ORTHOPAEDICS";"B107SU";"A.M. ARTHROPLASTY";"1075"
"ORTHOPAEDICS";"B108SU";"GIRDLESTONES ARTHROPLASTY";"900"
"ORTHOPAEDICS";"B109SU";"NAIL PLATING";"1100"
"ORTHOPAEDICS";"B110SU";"HIP SCREW FIXATION";"1100"
"ORTHOPAEDICS";"B111SU";"MUSCLE PEDICLE BONE GRAFT";"900"
"ORTHOPAEDICS";"B112SU";"OSTEOTOMIES (AROUNT HIP)";"1075"
"ORTHOPAEDICS";"B113SU";"DISARTICULATION/ARTHRODESIS";"700"
"ORTHOPAEDICS";"B114SU";"ARTHRODESIS";"800"
"ORTHOPAEDICS";"B115SU";"ARTHROSCOPY & MENISCECTOMY";"775"
"ORTHOPAEDICS";"B116SU";"KNEE LIGAMENT RECONSTRUCTION";"875"
"ORTHOPAEDICS";"B117SU";"ANKLE PANTALAR ARTHRODESIS";"875"
"ORTHOPAEDICS";"B118SU";"LIGAMENT RECONSTRUCTION";"875"
"ORTHOPAEDICS";"B119SU";"SHOULDER RECURRENT DISLOCATION";"950"
"ORTHOPAEDICS";"B120SU";"EXTENDED MAXPAGE";"400"
"ORTHOPAEDICS";"B121SU";"MULTIPLE TENDON TRANSFERS";"775"
"ORTHOPAEDICS";"B122SU";"ALL INTERNAL FIXATIONS(FEMUR,TIBIA,FOREARM)";"1075"
"ORTHOPAEDICS";"B123SU";"EXTERNAL FIXATIONS";"1075"
"ORTHOPAEDICS";"B124SU";"CORRECTIVE OSTEOTOMIES (AROUND KNEE & ELBOW)";"775"
"ORTHOPAEDICS";"B125SU";"S.T.R. KNEE";"500"
"ORTHOPAEDICS";"B126SU";"SINGLE TENDON TRANSFER";"400"
"ORTHOPAEDICS";"B127SU";"PLATE REMOVAL";"400"
"ORTHOPAEDICS";"B128SU";"RECURRENT DISLOCATION OF PATELLA";"450"
"ORTHOPAEDICS";"B129SU";"Q-PLASTY";"450"
"ORTHOPAEDICS";"B130SU";"TRIPLE ARTHRODESIS";"400"
"ORTHOPAEDICS";"B131SU";"C.T.E.V. (ONE SIDE)";"400"
"ORTHOPAEDICS";"B132SU";"C.T.E.V. (BOTH SIDES)";"875"
"ORTHOPAEDICS";"B133SU";"GRICE ARTHRODESIS";"500"
"ORTHOPAEDICS";"B134SU";"MINOR - A";"200"
"ORTHOPAEDICS";"B135SU";"MINOR - B";"250"
"ORTHOPAEDICS";"B136SU";"MEDIUM - A";"300"
"ORTHOPAEDICS";"B137SU";"MEDIUM - B";"400"
"ORTHOPAEDICS";"B138SU";"MAJOR";"500"
"ORTHOPAEDICS";"B139SU";"EXTENDED";"1050"
"ORTHOPAEDICS";"B140SU";"ARTHROSCOPY DIAGNOSTIC";"400"
"ORTHOPAEDICS";"B141SU";"ARTHROSCOPY SURGERY";"700"
"ORTHOPAEDICS";"B142SU";"ACL RECONSTRUCTION";"750"
"ORTHOPAEDICS";"B143SU";"CLOSED NAILINGS OF FEMUR & TIBIA";"1175"
"ORTHOPAEDICS";"B144SU";"FRACTION TREATMENT (ILIZAROR METHOD)";"1075"
"ORTHOPAEDICS";"B145SU";"LIMBL......... (ILIZAROR METHOD)";"1125"
"ORTHOPAEDICS";"B146SU";"NONUNION MANAGEMENT (ILIZAROR METHOD)";"1025"
"ORTHOPAEDICS";"B147SU";"IMAGE INTENSIFIER (LESS THAN A MINUTE)";"15"
"ORTHOPAEDICS";"B148SU";"IMAGE INTENSIFIER (LESS THAN 3 MINUTES)";"30"
"ORTHOPAEDICS";"B149SU";"IMAGE INTENSIFIER (MORE THAN 3 MINUTES)";"50"
"PSYCHOLOGICAL COUNSELLING";"PCD1";"PSYCHOLOGICAL COUNSELLING THERAPY CAT-1";"10"
"PSYCHOLOGICAL COUNSELLING";"PCD10";"SUPPORTIVE PSYCHOTHERAPY-CAT1";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD11";"SUPPORTIVE PSYCHOTHERAPY-CAT2";"25"
"PSYCHOLOGICAL COUNSELLING";"PCD12";"MARITAL THERAPY";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD13";"PARENTAL COUNSELLING";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD14";"BEHAVIOURAL THERAPY";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD15";"RELAXATION THERAPY - CAT3";"20"
"PSYCHOLOGICAL COUNSELLING";"PCD16";"RELAXATION THERAPHY - CAT4";"25"
"PSYCHOLOGICAL COUNSELLING";"PCD17";"RELAXATION THERAPY - CAT5";"30"
"PSYCHOLOGICAL COUNSELLING";"PCD18";"RELAXATION THERAPY - CAT6";"40"
"PSYCHOLOGICAL COUNSELLING";"PCD2";"PSYCHOLOGICAL COUNSELLING THERAPY-CAT2";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD3";"FAMILY COUNSELLING THERAPY-CAT1";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD4";"FAMILY COUNSELLING THERAPY-CAT2";"25"
"PSYCHOLOGICAL COUNSELLING";"PCD5";"FAMILY COUNSELLING THERAPY-CAT3";"40"
"PSYCHOLOGICAL COUNSELLING";"PCD6";"RELAXATION THERAPY CAT-1";"7"
"PSYCHOLOGICAL COUNSELLING";"PCD7";"RELAXATION THERAPY CAT-2";"15"
"PSYCHOLOGICAL COUNSELLING";"PCD8";"SLEEP THERAPY";"7"
"PSYCHOLOGICAL COUNSELLING";"PCD9";"SLEEP THERAPY FOR 6 DAYS";"45"
"PSYCHOLOGICAL COUNSELLING";"PCDF";"FAMILY COUNSELLING/THERAPY";"10"
"PSYCHOLOGICAL COUNSELLING";"PCDG";"GROUP COUNSELLING (PER HEAD)";"3"
"PSYCHOLOGICAL COUNSELLING";"PCDI";"INDIVIDUAL COUNSELLING/THERAPY";"3"
"PATHOLOGY";"400A";"HB ESTIMATION";"3"
"PATHOLOGY";"401A";"PCV";"3"
"PATHOLOGY";"402A";"TOTAL AND DIFFERENTIAL COUNTS";"5"
"PATHOLOGY";"403A";"PLATELET COUNT";"4"
"PATHOLOGY";"404A";"RETICULOCYTE COUNT";"5"
"PATHOLOGY";"405A";"ABSOLUTE EOSINOPHIL COUNT";"4"
"PATHOLOGY";"406A";"ERYTHROCYTE SEDIMENTATION RATE (ESR)";"3"
"PATHOLOGY";"407A";"BLEEDING TIME AND CLOTTING TIME";"7"
"PATHOLOGY";"408A";"CANCER FOLLOW UP";"5"
"PATHOLOGY";"409A";"(CBC+P/S+R.C.COUNT+ESR)";"22"
"PATHOLOGY";"410A";"URINE ALBUMIN + SUGAR";"3"
"PATHOLOGY";"411A";"URINE SUGAR + KETONES";"3"
"PATHOLOGY";"412A";"URINE MICROSCOPY";"3"
"PATHOLOGY";"413A";"URINE METACHROMATIC GRANULES";"3"
"PATHOLOGY";"414A";"STOOL OCCULT BLOOD ANASYSIS";"4"
"PATHOLOGY";"415A";"COMPLETE URINE STUDY";"7"
"PATHOLOGY";"416A";"SEMEN ANALYSIS";"10"
"PATHOLOGY";"417A";"SICKLE CELL PREPARATION";"5"
"PATHOLOGY";"418A";"G-6PD DEFICIENCY SCREENING TEST";"7"
"PATHOLOGY";"419A";"LE CELL PHENOMENON";"15"
"PATHOLOGY";"420A";"FETAL HAEMOGLOBIN ESTIMATION";"15"
"PATHOLOGY";"421A";"SUCROSE LYSES TEST";"15"
"PATHOLOGY";"422A";"CYTOCHEMICAL STAINS";"15"
"PATHOLOGY";"423A";"CBP";"15"
"PATHOLOGY";"424A";"OSMOTIC FRAGILITY";"20"
"PATHOLOGY";"425A";"BONE MARROW ASPIRATION";"30"
"PATHOLOGY";"426A";"BONE MARROW BIOPSY";"35"
"PATHOLOGY";"427A";"KARYOTYPING BONE MARROW";"80"
"PATHOLOGY";"427B";"KARYOTYPING PERIPHERAL BLOOD";"60"
"PATHOLOGY";"427C";"PH CHROMOSOME";"20"
"PATHOLOGY";"428A";"FLUID CYTOLOGY";"10"
"PATHOLOGY";"429A";"C S F";"10"
"PATHOLOGY";"430A";"SYNOVIAL FLUID";"10"
"PATHOLOGY";"431A";"BODY FLUIDS";"10"
"PATHOLOGY";"432A";"EXFOLIATIVE CYTOLOGY";"10"
"PATHOLOGY";"433A";"SPUTUM";"10"
"PATHOLOGY";"434A";"ENDOSCOPIC/BRUSH SMEARS";"15"
"PATHOLOGY";"435A";"PAP SMEARS";"15"
"PATHOLOGY";"436A";"BUCRAL SMEAR FOR SEX CHROMATIN";"10"
"PATHOLOGY";"437A";"FINE NEEDLE ASPIRATION CYTOLOGY";"15"
"PATHOLOGY";"438A";"SQUASH SMEAR";"6"
"PATHOLOGY";"439A";"SECOND OPINION";"10"
"PATHOLOGY";"440A";"DUPLICATE SLIDES";"6"
"PATHOLOGY";"441A";"HISTOPATHOLOGY A (SMALL)";"15"
"PATHOLOGY";"442A";"HISTOPATHOLOGY B (LARGE)";"35"
"PATHOLOGY";"444A";"HISTOPATHOLOGY+SPECIAL STUDIES A (MUSLCE,NERV";"50"
"PATHOLOGY";"445A";"HISTOPATHOLOGY+IMMUNOHISTOLOGY(RENAL BIOP.,OT";"70"
"PATHOLOGY";"446A";"HIST.PATH.+IMMUNOHISTOLOGY(REN.BIOP/OTH-MULTI";"140"
"PATHOLOGY";"447A";"CRYOSTAT SECTIONS";"15"
"PATHOLOGY";"448A";"RESEARCH SPECIMEN";"10"
"PATHOLOGY";"449A";"DUPLICATE REPORT";"2"
"PATHOLOGY";"450A";"NEUROPATHOLOGY/LIVER BIOPSY";"25"
"PATHOLOGY";"451A";"B LYMPHOCYTE CROSS MATCH";"80"
"PATHOLOGY";"452A";"ELISA - ABPA";"25"
"PATHOLOGY";"453A";"CD4/CD8 RATIOS";"150"
"PATHOLOGY";"454A";"ELISA - TB";"25"
"PATHOLOGY";"455A";"HLA TISSUE TYPING";"350"
"PATHOLOGY";"456A";"CELL MEDIATED IMMUNE RESPONSE (INVITRO)";"85"
"PATHOLOGY";"457A";"IMMUNO HISTOCHEMISTRY - TWO MARKERS";"140"
"PATHOLOGY";"458A";"IMMUNO HISTOCHEMISTRY - THREE MARKERS";"180"
"PATHOLOGY";"459A";"IMMUNO HISTOCHEMISTRY - FOUR MARKERS AND MOR";"250"
"PATHOLOGY";"460A";"ACUTE LEUKEMIA PANEL";"120"
"PATHOLOGY";"461A";"IMMUNO HISTOCHEMISTRY SINGLE MARKER(E R, GFAP";"70"
"PATHOLOGY";"462A";"PITUITARY PANEL";"120"
"PATHOLOGY";"463A";"ENZYME HISTOCHEMISTRY";"50"
"PATHOLOGY";"464";"HB, PCV, TLC, DLC, ESR";"12"
"PATHOLOGY";"464A";"MUSCLE - DYSTROPHIN";"150"
"PATHOLOGY";"465A";"P/S";"5"
"PATHOLOGY";"466A";"MP";"5"
"PATHOLOGY";"467A";"MF";"5"
"PATHOLOGY";"468A";"PARASIGHT-F";"25"
"PATHOLOGY";"469A";"LARGE SP > 3 BLOCKS";"60"
"PATHOLOGY";"470A";"SPECIAL STAINING";"15"
"PATHOLOGY";"471A";"KIDNEY";"50"
"PATHOLOGY";"472A";"MUSCLE (INCLUDING PROCEDURE)ENGYME HISTO CHEM";"120"
"PATHOLOGY";"473A";"ROUND CELL PANEL";"140"
"PATHOLOGY";"474A";"SPINDEL CELL PANEL";"140"
"PATHOLOGY";"475A";"PITUITARY PANEL";"140"
"PATHOLOGY";"476A";"ER/PR";"140"
"PATHOLOGY";"477A";"DYSTROPHIN & OR ADHALIN/ MEROSIN";"140"
"PATHOLOGY";"478A";"PAROXYSMAL NOCTURNAL HEMOGLOBINURIA(PNH)";"120"
"PATHOLOGY";"479A";"SECOND OPINION +BLOCK";"15"
"PATHOLOGY";"480A";"SECOND OPINION > 3 BLOCKS";"25"
"PATHOLOGY";"481A";"SECOND OPINION SPECIAL STAINS";"15"
"PATHOLOGY";"482A";"SPECIAL HISTOPATHOLOGY NEURO/LYMPHNODE/SOFT";"200"
"PATHOLOGY";"483A";"DYSTROPHIN 1 2 3";"200"
"PATHOLOGY";"484A";"ALPHA BETA GAMMA DELTA SARCOGLYCANS";"500"
"PATHOLOGY";"485A";"MEROSIN";"100"
"PATHOLOGY";"486A";"DYSFERLIN";"100"
"PATHOLOGY";"487A";"EMERIN";"100"
"PATHOLOGY";"488A";"MYOTILIN";"100"
"PATHOLOGY";"489A";"BETA AMYLOID";"100"
"PATHOLOGY";"490A";"BETA AMYLOID TAU PROTEIN AND UBIQUITIN";"300"
"PLASTER ROOM";"500A";"MINOR PROCEDURES";"25"
"PLASTER ROOM";"500B";"MINOR PROCEDURES";"50"
"PLASTER ROOM";"500C";"MINOR PROCEDURES";"75"
"PLASTER ROOM";"501A";"H.C. INJECTION OR INTRA ARTICULAR";"5"
"PLASTER ROOM";"502A";"KNEE JOINT ASPIRATION";"5"
"PLASTER ROOM";"503A";"REDUCTION UNDER SEDATION & POP";"15"
"PLASTER ROOM";"504A";"REDUCTION UNDER ANAESTHESIA & POP";"30"
"PLASTER ROOM";"505A";"C.T.E.V. MANIPULATION";"5"
"PLASTER ROOM";"506A";"PLASTER REMOVAL";"1"
"PLASTER ROOM";"507A";"DRESSING";"3"
"PLASTER ROOM";"508A";"SUTURE REMOVAL & DRESSING";"4"
"PLASTER ROOM";"509A";"PLASTER SLAB";"10"
"PLASTER ROOM";"510A";"PLASTER CAST";"10"
"PLASTER ROOM";"511A";"SPICA & BODY CORSETS";"35"
"PLASTER ROOM";"512A";"I & D (INCISION & DRAINAGE - LOCAL";"10"
"PLASTER ROOM";"513A";"I & D (INCISION & DRAINAGE - GENERAL";"25"
"PLASTER ROOM";"514A";"SUTURING - UNDER LOCAL ANAESTHESIA";"10"
"PLASTIC SURGERY";"P100SU";"SCAR REVISION/TATO EXCISION LA MINOR";"100"
"PLASTIC SURGERY";"P101SU";"SCAR REVISION/TATO EXCISION LA MAJOR";"200"
"PLASTIC SURGERY";"P102SU";"SCAR REVISION/TATO EXCISION GA MINOR";"200"
"PLASTIC SURGERY";"P103SU";"SCAR REVISION/TATO EXCISION GA MAJOR";"300"
"PLASTIC SURGERY";"P104SU";"DERMABRASION LA";"100"
"PLASTIC SURGERY";"P105SU";"DERMABRASION GA MINOR";"300"
"PLASTIC SURGERY";"P106SU";"DERMABRASION GA MAJOR";"500"
"PLASTIC SURGERY";"P107SU";"LIPOSUCTION LA MINOR";"100"
"PLASTIC SURGERY";"P108SU";"LIPOSUCTION LA MAJOR";"250"
"PLASTIC SURGERY";"P109SU";"LIPOSUCTION GA MINOR";"300"
"PLASTIC SURGERY";"P110SU";"LIPOSUCTION GA MAJOR";"600"
"PLASTIC SURGERY";"P111SU";"LIPECTOMY LA";"150"
"PLASTIC SURGERY";"P112SU";"LIPECTOMY GA MINOR";"400"
"PLASTIC SURGERY";"P113SU";"LIPECTOMY GA MAJOR";"600"
"PLASTIC SURGERY";"P114SU";"AUGUMENTATION MAMMOPLASTYU/L";"500"
"PLASTIC SURGERY";"P115SU";"AUGUMENTATION MAMMOPLASTYB/L";"700"
"PLASTIC SURGERY";"P116SU";"AUGUMENTATION MAMMOPLASTY(EXCLUDING IMPLANTS";"400"
"PLASTIC SURGERY";"P117SU";"AUGUMENTATION MAMMOPLASTY(EXCLUDING IMPLANTS";"600"
"PLASTIC SURGERY";"P118SU";"REDUCTION MAMMOPLASTY U/L";"400"
"PLASTIC SURGERY";"P119SU";"REDUCTION MAMMOPLASTY B/L";"700"
"PLASTIC SURGERY";"P120SU";"HAIR REPLACEMENT SURGERY LA MINOR";"200"
"PLASTIC SURGERY";"P121SU";"HAIR REPLACEMENT SURGERY LA MAJOR";"400"
"PLASTIC SURGERY";"P122SU";"HAIR REPLACEMENT SURGERY GA MINOR";"500"
"PLASTIC SURGERY";"P123SU";"HAIR REPLACEMENT SURGERY GA MAJOR";"800"
"PLASTIC SURGERY";"P124SU";"OTOPLASTY LA";"200"
"PLASTIC SURGERY";"P125SU";"OTOPLASTY GA MINOR";"350"
"PLASTIC SURGERY";"P126SU";"OTOPLASTY GA MAJOR";"600"
"PLASTIC SURGERY";"P127SU";"RHINO PLASTY -(CARTILAGE /BONE GRAFT) LA";"300"
"PLASTIC SURGERY";"P128SU";"RHINO PLASTY -(CARTILAGE /BONE GRAFT) GA MINO";"500"
"PLASTIC SURGERY";"P129SU";"RHINO PLASTY -(CARTILAGE /BONE GRAFT) GA MAJO";"750"
"PLASTIC SURGERY";"P150SU";"CALVARIAL RECONSTRUCTION (SOFT ISSUSE) MINOR";"500"
"PLASTIC SURGERY";"P151SU";"CALVARIAL RECONSTRUCTION (SOFT ISSUSE) MAJOR";"750"
"PLASTIC SURGERY";"P152SU";"CALVARIAL RECONSTRUCTION WITH BONE GRAFTS MI";"750"
"PLASTIC SURGERY";"P153SU";"CALVARIAL RECONSTRUCTION WITH BONE GRAFTS MAJ";"1000"
"PLASTIC SURGERY";"P154SU";"EXPANDERS (EXCLUDING IMPLANTS) MINOR";"600"
"PLASTIC SURGERY";"P155SU";"EXPANDERS (EXCLUDING IMPLANTS) MAJOR";"1000"
"PLASTIC SURGERY";"P156SU";"CRANIOFACIAL SURGERY GA (3 HRS)";"1000"
"PLASTIC SURGERY";"P157SU";"CRANIOFACIAL SURGERY GA (5 HRS)";"1500"
"PLASTIC SURGERY";"P158SU";"CRANIOFACIAL SURGERY GA (7 HRS)";"2000"
"PLASTIC SURGERY";"P159SU";"CRANIOFACIAL SURGERY GA > 7 HRS";"3000"
"PLASTIC SURGERY";"P160SU";"MAXILLA ADVANCEMENT /SET BACK";"1000"
"PLASTIC SURGERY";"P161SU";"MANDIBLE ADVANCEMENT /SETBACK";"1000"
"PLASTIC SURGERY";"P162SU";"SKULL BASE TUMORS-TRANSMAXILLARY";"1000"
"PLASTIC SURGERY";"P163SU";"SKULL BASE TUMORS- NASOMAXILLARY";"1500"
"PLASTIC SURGERY";"P164SU";"SKULL BASE TUMORS- FRONTONASAL";"1500"
"PLASTIC SURGERY";"P165SU";"SKULL BASE TUMORS- FRONTONASO ORBITAL";"2000"
"PLASTIC SURGERY";"P200SU";"NASAL LA";"150"
"PLASTIC SURGERY";"P201SU";"NASAL GA";"300"
"PLASTIC SURGERY";"P202SU";"ZYGOMA LA";"150"
"PLASTIC SURGERY";"P203SU";"ZYGOMA GA MINOR";"300"
